stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,0,0,130.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,0,3.21,0,0,0,0,0,1.07,0,0,0,0,3.21,1.07,31.02,9.63,9.63,0,0,2.14,0,1.07,0,2.14,0,0,0,0,0,0,0,0,0,0,1.07
21Day,2.68,0,21.42,96.37,0,4.02,0,2.68,1.34,25.43,0,0,20.08,29.45,41.49,8.03,48.19,25.43,116.45,14.72,0,0,1.34,1.34,17.4,1.34,0,2.68,0,5.35,4.02,0,2.68,5.35,0,0,38.82
3Month,0.32,1.92,30.72,47.03,0.32,0,2.56,0.32,33.91,123.5,0,0,580.39,87.67,6.08,17.6,39.99,8.64,188.45,5.44,4.48,2.88,4.8,13.44,1.28,1.6,1.92,1.28,0,0,10.88,6.72,0,0,3.52,1.92,19.2
22Month,1.64,5.47,35.53,83.64,0,0,7.11,0,43.73,318.7,6.56,0,1401.08,135.02,51.93,13.12,14.21,2.19,290.27,8.2,2.19,44.83,0.55,0.55,0,0.55,1.64,1.09,2.73,1.09,4.92,1.64,0.55,2.19,1.09,0,42.64
