stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,12.26,77.64,8.17,4.09,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,39.58,14.98,3.21,0,0,0,0,0,0,0,0,0,24.61,35.3,2.14,1.07,0,0,0,11.77,8.56,7.49,0,0,0,3.21,1.07,1.07,1.07,0,0,0,0,0
21Day,2.68,0,2.68,151.25,6.69,21.42,0,8.03,4.02,0,0,0,0,2.68,4.02,8.03,129.84,6.69,4.02,0,0,0,0,9.37,10.71,0,0,0,4.02,6.69,1.34,0,1.34,0,0,0,0
3Month,0,0.64,7.68,60.15,0.96,0,0.64,0.32,28.16,1.28,0,9.28,3.52,0.32,116.46,13.12,2.56,6.08,3.2,0.64,0,0.32,0.96,0,0,0.64,0.64,0,0.32,0.32,14.4,0,0,0,0.32,11.52,3.2
22Month,0,0.55,11.48,106.05,0.55,0,0,0,55.76,8.2,4.37,60.68,3.28,0.55,296.29,5.47,3.28,9.29,5.47,0.55,3.28,2.19,0.55,5.47,0,1.64,0,1.09,0,1.09,10.39,0.55,0.55,0.55,1.09,0,2.73
