stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,16.35,0,44.95,0,4.09,0,4.09,0,0,0,28.6,0,0,0,0,8.17,8.17,24.52,118.51,0,0,0,0,36.78,731.47,0,0,16.35,0,0,0,0,0,0,0,0,0,0
72hpf,13.91,8.56,0,17.12,3.21,6.42,0,0,0,1.07,0,0,0,0,1.07,0,10.7,46,2.14,56.7,0,4.28,0,1.07,205.4,166.89,4.28,1.07,53.49,1.07,0,1.07,18.19,0,1.07,10.7,0,0,0
21Day,18.74,4.02,1.34,73.62,6.69,10.71,0,16.06,1.34,0,0,0,4.02,1.34,6.69,4.02,2.68,20.08,10.71,117.79,0,0,21.42,0,82.99,58.9,6.69,2.68,34.8,8.03,0,8.03,16.06,2.68,13.39,2.68,0,0,12.05
3Month,0.32,4.48,1.92,44.47,0.64,0,1.6,0.96,5.12,4.16,0.64,0,50.55,4.8,1.28,12.48,1.6,11.84,10.24,17.28,2.56,0,4.16,2.24,0.96,0.96,2.24,0.32,0.32,2.56,0.32,61.11,0.96,0,0,0,5.44,37.11,7.68
22Month,0,5.47,2.19,21.32,0,0,0.55,1.09,0.55,7.11,4.37,0,132.29,3.28,3.83,12.03,2.19,3.83,13.67,20.23,0.55,3.28,5.47,0,2.19,1.09,3.28,1.09,0.55,1.64,0,21.32,4.92,1.09,0,0,0.55,0.55,4.92
