stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,2.14,0,3.21,0,0,0,0,0,0,0,0,0,0,1.07,13.91,0,2.14,0,0,0,0,26.74,5.35,0,1.07,0,2.14,0,0,1.07,0,0,0,0,0
21Day,4.02,0,0,87,1.34,1.34,0,1.34,0,0,1.34,0,0,0,0,0,0,20.08,1.34,5.35,0,0,1.34,0,8.03,0,0,0,0,0,0,0,0,0,0,0,0,1.34
3Month,0,2.24,0,176.93,0,0,0.96,0,0.32,1.92,7.04,0,24.64,8,1.28,11.84,3.52,66.55,3.84,8.64,1.28,0,1.92,2.56,0.32,0,1.6,0,0,0.64,2.24,6.72,0.32,0,0.32,0.64,3.2,5.76
22Month,1.64,4.92,1.09,31.71,0,0,0,0.55,0,1.64,19.68,10.39,145.96,3.28,1.64,16.4,2.19,5.47,10.39,11.48,0.55,3.83,1.64,0,2.73,0.55,2.73,1.64,1.09,0,1.64,0,3.28,2.19,0,0.55,0,8.75
