stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,4.09,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,16.05,2.14,0,22.47,1.07,18.19,0,3.21,0,0,0,0,0,0,0,4.28,38.51,1.07,18.19,0,4.28,1.07,1.07,124.1,60.98,1.07,1.07,10013.25,0,0,0,3.21,0,1.07,0,0,0,0
21Day,18.74,2.68,0,20.08,24.09,37.48,0,5.35,0,2.68,0,6.69,14.72,8.03,2.68,1.34,20.08,6.69,33.46,0,0,9.37,0,30.79,12.05,1.34,2.68,6639.12,13.39,0,1.34,4.02,0,44.17,1.34,0,0,6.69
3Month,0.96,0.64,0,8.64,0,0,0,0.64,1.28,6.72,0,29.44,149.1,0.32,5.76,0,5.12,3.84,16.32,3.84,0,1.28,0,0.96,0,0.32,0.96,29.76,0.32,0.64,12.16,0,0.32,0,0,0.96,1.28,12.8
22Month,0,1.09,2.19,5.47,0,0,0.55,0.55,1.09,2.19,3.83,190.78,50.84,2.19,9.84,0.55,0.55,6.56,10.93,0.55,6.56,1.09,0,0.55,0,2.73,0.55,6.01,0.55,0,21.87,1.64,0,0,0.55,0.55,0,7.11
