stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,1.07,0,0,0,0,0,12.84,1.07,1.07,1.07,0,2.14,0,0,23.54,11.77,0,1.07,0,1.07,0,0,1.07,0,1.07,1.07,0,0
21Day,2.68,2.68,1.34,26.77,5.35,9.37,0,12.05,0,4.02,0,1.34,1.34,9.37,12.05,5.35,4.02,10.71,9.37,0,0,1.34,1.34,10.71,6.69,1.34,0,0,2.68,4.02,0,1.34,2.68,1.34,1.34,0,5.35
3Month,0.64,0.96,0.32,11.2,0,0,1.28,0.96,0.96,5.76,0.32,24.32,2.56,0.32,12.8,4.48,0.96,7.04,2.88,0.64,0,0.64,0.64,2.56,0,0.32,1.28,0,0,1.28,35.51,0.32,0,0,0,6.08,6.4
22Month,1.09,2.73,1.64,6.56,0.55,0,3.83,2.73,1.09,27.88,1.09,108.78,12.03,3.28,29.52,2.73,1.64,19.13,7.65,0,4.92,1.64,0.55,0.55,0,2.19,1.09,0.55,0,0.55,12.03,0,0,0,0,0,3.83
