stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Fibroblast,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,4.09,249.27,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,73.56,0,0,0,0,0,0,0,0,0,12.26,0,0
72hpf,2.14,0,0,0,744.57,4.28,0,0,0,0,0,0,0,4.28,2.14,3.21,0,0,0,29.95,17.12,0,0,0,4.28,0,1.07,4.28,1.07,0,1.07,0,0
21Day,0,0,2.68,6.69,278.41,5.35,0,0,0,0,0,1.34,0,5.35,0,4.02,0,1.34,0,10.71,1.34,0,0,0,4.02,2.68,2.68,0,2.68,1.34,0,0,1.34
3Month,0,0.96,0.32,3.2,21.76,0,0.32,0.96,14.72,0.32,0.32,1.28,0.64,1.28,0.64,3.2,0,0.64,0.32,0,0.32,0.32,0.32,0,0,0.64,8.32,0,0,0,0.96,0.32,0
22Month,0,0,0,1.09,9.29,0,0,0.55,14.76,0.55,0,0,0,0,0.55,3.83,0.55,0,0,0,0,0,0,0.55,0,0,3.83,0,0,0,0.55,0,0
