stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,8.17,0,40.86,0,0,0,0,4.09,0,110.33,0,0,0,0,0,4.09,12.26,65.38,0,0,0,0,36.78,302.39,0,0,0,0,0,0,0,0,0,28.6,0,0,0
72hpf,26.74,1.07,0,5.35,0,11.77,1.07,0,0,0,1.07,0,0,0,0,8.56,35.3,2.14,28.88,0,7.49,0,1.07,828.02,1538.36,1.07,0,0,40.65,3.21,0,26.74,126.24,94.14,62.05,0,0,0
21Day,18.74,4.02,0,28.11,5.35,17.4,8.03,0,1.34,0,0,9.37,1.34,4.02,1.34,1.34,9.37,2.68,48.19,0,0,1.34,0,135.19,176.69,1.34,5.35,0,40.16,12.05,13.39,18.74,37.48,151.25,25.43,0,0,4.02
3Month,0,1.28,0,11.52,0.32,0,0,1.6,3.2,0,0,18.56,3.2,0,5.76,1.92,3.52,2.56,20.48,9.6,0,1.28,2.24,6.08,16.32,6.08,1.6,0,0.64,4.16,479.92,0.96,1.92,0,1.6,1.28,111.66,1.92
22Month,1.64,0,0.55,3.83,0,0,0,1.64,3.83,0.55,0,32.8,0,0.55,3.83,1.09,0,1.09,14.76,1.64,0.55,0,0.55,3.83,1.09,19.68,1.64,7.65,0.55,0.55,209.92,3.83,7.65,0,2.19,0,0.55,0.55
