stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,12.26,28.6,0,0,0,0,4.09,171.63,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,3.21,0,0,0,1.07,0,0,0,0,0,0,0,2.14,11.77,0,3.21,0,0,0,0,17.12,6.42,0,0,9.63,0,2.14,0,0,0,0,0,0,0
21Day,0,4.02,9.37,1.34,2.68,0,1.34,0,2.68,0,0,0,0,0,0,10.71,1.34,48.19,0,0,5.35,0,12.05,2.68,1.34,0,13.39,1.34,13.39,2.68,0,1.34,1.34,0,0,4.02
3Month,1.6,6.4,17.6,0.32,0,0.32,0,1.92,2.56,0.32,16,4.8,0.32,7.36,2.24,6.72,4.8,9.6,2.24,0,2.56,2.56,1.28,0.96,3.2,0.96,0.96,0.32,369.54,0.32,0,0,0.32,2.56,35.51,3.2
22Month,0.55,8.75,17.49,0.55,0,0.55,0.55,0.55,8.2,4.92,95.12,1.09,3.83,2.19,0.55,5.47,6.56,18.59,0.55,1.09,1.64,0.55,1.64,0,1.09,2.19,0,0.55,48.11,2.73,0.55,0,0.55,0.55,0,4.37
