stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,21.4,1.07,0,16.05,2701.22,7.49,0,0,0,0,0,1.07,0,0,0,0,8.56,26.74,3.21,37.44,0,1.07,0,204.33,72.75,2.14,0,39.58,1.07,0,7.49,1.07,4.28,23.54,0,0,0
21Day,22.76,6.69,0,143.22,3697.03,64.25,0,2.68,1.34,0,0,0,8.03,4.02,14.72,12.05,4.02,121.81,22.76,65.59,0,8.03,0,133.85,56.22,12.05,0,49.53,50.86,1.34,32.12,1.34,66.93,10.71,0,0,16.06
3Month,0,0.64,1.28,31.04,513.52,0,0.32,0,0.64,4.48,0,0,22.4,4.8,0,3.84,0.96,14.08,1.6,30.72,1.92,0.64,0.64,0.64,0,0,0.32,6.72,3.2,2.88,2.24,0,0,0,0.32,4.48,1.6
22Month,0,2.73,1.09,1.09,104.41,0,0,0,0,1.64,3.83,0,16.95,0.55,0,1.09,0,0,0.55,2.19,0,0,0,0.55,0,0,1.09,0,0,1.64,0.55,0,0,4.37,0,0,0
