stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,12.26,0,0,0,0,0,0,0,4.09,0,0,0,0,0,16.35,13664.94,28.6,0,0,0,0,16.35,175.72,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,4.28,0,0,0,0,0,0,0,0,0,0,0,0,1.07,12.84,1530.87,3.21,0,1.07,0,0,24.61,9.63,0,0,4.28,0,0,4.28,0,1.07,0,0,0
21Day,4.02,0,0,6.69,0,5.35,0,1.34,0,0,0,0,0,0,5.35,1.34,2.68,14.72,892.8,6.69,0,0,0,0,12.05,6.69,0,0,1.34,8.03,0,2.68,0,5.35,0,0,0
3Month,0.64,2.56,3.2,21.12,0.64,0,3.2,0,3.52,11.2,0,0,36.47,16.64,2.56,16,1.6,10.88,2924.98,13.44,2.24,0.64,0.96,6.72,1.6,0,0.64,1.6,0.96,18.88,9.6,0.64,0,0,3.2,13.76,8.64
22Month,2.73,8.2,1.09,24.6,0,0,6.01,0.55,3.28,23.51,2.73,0,70.52,19.68,11.48,14.76,2.19,2.73,7311.51,20.23,0.55,9.84,2.73,0.55,3.28,0,3.83,16.95,1.09,12.57,2.19,1.09,1.64,0,0.55,0,12.03
