stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,4.09,8.17,0,12.26,0,0,0,8.17,89.9,0,0,4.09,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,4.28,0,0,0,0,0,26.74,5.35,0,0,2.14,0,0,0,0,0,0
21Day,0,0,0,4.02,2.68,0,0,0,0,0,0,2.68,0,0,1.34,1.34,4.02,0,0,0,8.03,6.69,0,0,0,1.34,1.34,0,0,0,1.34
3Month,0,0.32,0.64,15.04,0,0,0.64,3.84,2.24,11.2,2.24,0,4.16,0.96,3.2,4.8,5.12,1.28,0,1.28,0.96,0,0.96,0.64,0.96,0.64,6.08,0,0.96,3.52,2.24
22Month,0.55,0,0,3.28,0,0.55,0,1.09,3.83,8.2,0.55,0,2.73,0,1.09,0.55,3.28,0,0.55,1.09,0,0,1.09,0,0,0,3.28,0.55,0,0,0
