stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,24.52,114.42,0,0,0,0,0,0,0,4.09,0,0,0,0,0,20.43,16.35,192.06,0,0,0,0,102.16,837.71,0,0,0,12.26,0,0,0,0,0,12.26,0,0,0
72hpf,20.33,5.35,28.88,5.35,18.19,0,1.07,0,0,0,2.14,0,0,0,0,26.74,62.05,1.07,50.28,0,5.35,2.14,0,278.15,169.03,0,3.21,0,43.86,5.35,0,16.05,6.42,5.35,5.35,0,0,0
21Day,30.79,0,16.06,2.68,16.06,0,25.43,0,2.68,0,0,2.68,1.34,4.02,4.02,1.34,8.03,0,57.56,0,1.34,6.69,0,92.36,46.85,0,1.34,0,13.39,12.05,1.34,8.03,9.37,41.49,0,0,0,2.68
3Month,0.64,1.92,17.28,0,0,1.6,1.28,0.32,2.56,0,0,27.2,1.92,0.96,3.52,0.96,5.44,2.56,8,0.64,0,1.92,0.64,0.96,0.32,1.28,0.96,0,0.32,0.96,39.35,0,0,0,0,1.6,0.96,11.84
22Month,0,1.09,4.92,0.55,0,0.55,2.73,1.09,2.19,3.83,0,51.93,2.19,2.73,3.28,0,0.55,6.56,4.92,0,2.19,0.55,0,1.64,0.55,0.55,2.19,3.28,1.09,0.55,5.47,1.09,3.28,0,0,0.55,0,4.37
