stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,85.81,617.05,8.17,0,0,0,0,8.17,53.12,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,2.14,0,3.21,1.07,0,0,0,0,2.14,0,0,0,1.07,0,3.21,67.4,300.61,7.49,0,0,0,0,14.98,13.91,0,1.07,0,2.14,0,0,0,2.14,1.07,1.07,0,0,0
21Day,6.69,1.34,0,36.14,0,2.68,0,1.34,0,9.37,0,2.68,1.34,9.37,1.34,2.68,25.43,404.24,14.72,0,0,2.68,0,25.43,4.02,0,0,0,5.35,8.03,0,0,0,2.68,4.02,0,0,0
3Month,0,1.92,0.64,70.71,0.32,0,0.32,0,2.24,47.99,0,16.32,156.46,2.56,7.36,3.84,4.48,587.11,6.72,0.96,0,0,0.96,0,0,0.96,0,0,0.64,2.88,0.32,4.48,0,0,0,1.6,2.24,2.24
22Month,0,3.28,1.64,14.76,0,0,0,0,0.55,184.77,0.55,59.04,38.81,2.73,7.65,0.55,0,873.55,4.37,0,3.83,0.55,0,0.55,0,1.09,2.19,0.55,0,1.09,0,2.19,1.64,2.19,0,0.55,0,1.64
