stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,4.09,0,171.63,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,8.17,151.2,0,0,0,24.52,306.48,0,0,32.69,0,0,0,0,0,4.09,0,0,0
72hpf,9.63,6.42,0,34.23,4.28,9.63,0,0,0,0,0,0,0,0,1.07,1.07,3.21,28.88,0,221.45,0,4.28,1.07,36.37,31.02,0,1.07,219.31,0,0,6.42,0,1.07,21.4,0,0,0
21Day,41.49,2.68,0,12.05,0,5.35,0,2.68,0,0,0,0,0,1.34,0,1.34,0,4.02,2.68,190.07,0,20.08,0,14.72,17.4,0,1.34,78.97,6.69,0,1.34,1.34,0,9.37,1.34,0,2.68
3Month,0,5.12,0,6.72,0,0,0.64,0,1.28,1.6,1.92,0,11.2,1.28,0,2.56,0.32,1.6,0.96,50.55,9.28,3.52,0.96,0.96,0.64,0.32,0,1.28,0.96,5.44,0.32,0.32,0.32,0.32,2.88,2.56,1.28
22Month,1.09,6.01,1.09,4.92,0,0,0,0,0,0,4.92,1.64,57.95,1.09,0.55,7.11,0,0.55,1.64,16.4,0.55,1.09,0,1.09,0.55,0,0,0.55,0,1.09,1.09,0,0,0,0,0,3.28
