stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,8.17,8.17,4.09,16.35,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,1.07,2.14,0,0,0,0,0,0,0,0,1.07,0,5.35,6.42,0,4.28,0,0,0,0,3.21,7.49,0,0,0,7.49,0,0,0,1.07,0,0,0,0,0
21Day,0,0,24.09,21.42,1.34,4.02,0,1.34,0,0,0,0,9.37,0,4.02,8.03,4.02,9.37,1.34,10.71,0,0,9.37,0,6.69,2.68,0,1.34,0,5.35,1.34,0,2.68,0,0,0,0,0,0
3Month,0.64,2.24,11.84,46.07,0.96,0,0.32,0.32,0,36.47,10.24,0,520.88,77.43,0.96,143.98,12.8,5.76,11.52,11.84,1.6,0,15.04,14.72,0.96,1.28,8.32,8.64,0,2.56,8,0.64,13.76,1.28,0,1.28,8.32,7.36,6.72
22Month,3.28,7.65,43.73,75.44,1.64,0,7.11,0,0.55,46.47,24.05,12.03,4827.51,21.32,1.09,535.17,7.65,11.48,25.15,60.68,0.55,72.16,13.67,2.73,2.19,0,13.67,7.11,4.37,2.73,6.56,0,22.96,12.03,2.73,1.09,2.73,0,8.2
