stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2741.98,0,0,20.43,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,36.78,0,0,0,0,4.09,228.84,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2971.88,1.07,0,12.84,6.42,17.12,0,1.07,0,0,0,0,0,0,0,3.21,36.37,1.07,47.07,0,1.07,2.14,0,174.38,58.84,0,0,0,56.7,1.07,0,9.63,0,1.07,0,0,0,0
21Day,1982.37,9.37,4.02,91.02,1.34,50.86,0,4.02,1.34,2.68,0,20.08,4.02,21.42,8.03,5.35,41.49,17.4,127.16,0,0,17.4,2.68,124.48,37.48,2.68,0,0,49.53,26.77,2.68,12.05,5.35,28.11,5.35,1.34,0,22.76
3Month,58.23,0.96,0.32,7.36,0,0,0.32,0.32,2.24,1.92,0,10.56,2.88,0,3.2,0.96,2.24,2.56,7.36,1.28,0,0.32,0.32,0.32,0.96,0.64,0.64,0,0.96,0.32,55.03,0.32,0,0,0,0.64,9.92,4.48
22Month,18.04,0.55,0,3.83,0,0,0,0,0.55,1.64,1.64,28.43,1.09,0.55,4.37,0,0,1.64,1.64,0,0.55,0.55,0,0,1.09,0.55,0.55,1.09,1.09,0,44.83,0.55,0,0,0.55,0,0,1.09
