stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,12.26,0,0,0,0,4.09,4.09,8.17,12.26,0,0,0,0,224.75,310.57,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,17.12,1.07,0,13.91,27.81,53.49,0,0,0,2.14,0,0,0,0,0,0,9.63,39.58,7.49,18.19,0,4.28,0,0,3211.51,263.17,10.7,21.4,40.65,1.07,0,49.21,18.19,21.4,2.14,0,0,0
21Day,14.72,2.68,0,49.53,18.74,65.59,0,9.37,0,2.68,0,0,4.02,6.69,17.4,8.03,6.69,20.08,13.39,41.49,0,0,6.69,0,1212.71,143.22,21.42,16.06,25.43,37.48,6.69,38.82,13.39,37.48,4.02,0,0,8.03
3Month,0,1.6,0,19.84,4.16,0,0,0,1.6,11.52,0,0,33.27,13.76,1.28,3.84,3.84,2.56,6.72,3.52,0.64,0.32,0.64,1.6,41.27,1.28,32.63,4.48,1.28,2.24,43.19,3.52,0,0,0,1.28,41.91,12.48
22Month,1.09,1.09,0.55,9.84,1.64,0,2.73,1.09,1.64,12.57,3.28,0,69.43,12.03,0.55,8.75,2.19,2.73,8.2,8.2,0,4.37,1.64,0.55,34.44,4.92,42.09,10.93,0.55,1.64,38.27,18.59,3.28,0,0,0,0,1.64
