stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,24.52,0,0,0,28.6,4.09,24.52,8.17,0,0,0,0,0,347.34,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,190.42,0,7.49,0,0,0,0,0,1.07,0,0,0,88.79,6.42,2.14,5.35,0,7.49,0,0,44.93,78.09,0,1.07,0,18.19,43.86,0,1.07,0,0,1.07,0,0,0
21Day,9.37,4.02,1.34,301.17,0,10.71,0,1.34,0,1.34,0,1.34,1.34,6.69,2.68,116.45,12.05,1.34,26.77,0,0,1.34,0,30.79,12.05,0,0,0,4.02,175.35,0,0,1.34,0,0,0,0,0
3Month,3.2,7.36,11.52,3463.13,0,0,2.88,0.64,35.83,64.63,0,105.58,38.71,4.8,186.21,36.79,43.51,59.83,32.95,5.12,0,11.84,5.12,6.72,0.64,15.04,3.52,0,6.4,225.88,12.8,27.52,2.24,1.92,0,11.2,27.52,32.31
22Month,10.39,63.96,18.59,13122.44,0.55,0,29.52,3.28,34.99,115.34,103.86,974.69,47.01,6.56,170.56,41.55,17.49,86.37,131.2,13.12,27.33,18.04,4.92,2.19,2.19,37.72,8.2,7.11,3.28,530.8,0,24.05,7.65,15.31,2.19,1.64,0,50.84
