stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,12.26,4.09,878.58,4.09,0,0,0,0,0,0,0,0,0,0,32.69,32.69,114.42,20.43,0,0,0,0,8.17,65.38,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,7.49,0,0,434.34,37.44,8.56,0,0,0,0,0,0,0,6.42,0,22.47,910.39,39.58,16.05,0,24.61,0,4.28,52.42,48.14,1.07,0,0,60.98,0,0,1.07,28.88,0,1.07,2.14,0,0,0
21Day,10.71,0,5.35,483.21,12.05,25.43,0,2.68,1.34,1.34,0,107.08,4.02,36.14,1.34,6.69,352.03,78.97,45.51,1.34,0,12.05,0,46.85,36.14,2.68,0,0,29.45,30.79,0,0,41.49,2.68,8.03,12.05,1.34,0,62.91
3Month,1.92,5.76,26.24,418.81,3.2,0,13.12,0.64,14.08,32.31,0.64,3992.97,40.63,7.04,64.95,41.27,1109.58,136.62,31.04,6.4,2.88,18.88,9.92,10.88,2.56,7.68,5.12,0,0.96,59.83,0.32,20.48,7.36,0.32,0,1.6,37.75,12.8,187.49
22Month,2.73,47.56,25.69,278.79,6.56,0,26.24,1.09,11.48,62.87,9.29,10255.79,20.23,19.68,44.28,12.57,274.97,155.25,48.65,0.55,236.15,16.4,2.73,5.47,2.19,17.49,7.11,8.2,3.28,14.76,0,5.47,32.25,4.92,0,0.55,21.87,0,178.76
