stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,81.73,4.09,28.6,0,0,0,0,0,179.8,0,0,0,0,0,0,0,0,8.17,0,0,0
72hpf,1.07,7.49,0,8.56,3.21,0,0,0,0,0,0,0,0,0,0,1.07,75.96,0,24.61,0,0,1.07,0,53.49,10.7,4.28,0,87.72,0,0,4.28,1.07,0,0,0,0,0
21Day,1.34,1.34,0,50.86,1.34,1.34,0,1.34,0,0,0,0,0,8.03,0,4.02,85.67,1.34,29.45,0,0,2.68,0,42.83,2.68,6.69,0,147.24,2.68,1.34,1.34,2.68,2.68,1.34,1.34,0,0
3Month,0.64,8.32,0.32,133.42,0.64,0,0.32,0,0.32,2.88,0,41.59,2.56,0,3.52,2.88,2.56,2.24,14.08,1.6,0.32,2.56,1.28,0,0,18.88,0,0.64,1.28,2.56,0.64,0,0,0.32,95.34,1.28,1.6
22Month,0,6.01,0,15.85,0.55,0,0,0,0,2.19,7.65,21.32,2.19,0.55,2.19,0.55,0,3.28,8.75,0,1.09,2.19,0,0.55,0,26.24,0.55,0,0,2.19,2.73,0,0,0,8.75,0,1.09
