stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,0,0,0,0,0,0,0,2.14,0,0,0,50.28,2.14,0,4.28,0,29.95,0,0,5.35,6.42,0,0,4.28,0,0,0,0,0,0,0,0
21Day,8.03,0,56.22,14.72,0,4.02,0,4.02,5.35,0,0,0,0,1.34,226.21,1.34,8.03,2.68,12.05,0,1.34,5.35,0,8.03,4.02,0,0,5.35,6.69,0,2.68,0,0,0,0,1.34
3Month,0.32,2.24,27.52,36.79,0.32,0,3.2,0.32,160.93,9.28,16,31.36,9.92,1.6,1603.91,21.12,9.28,6.08,8.32,2.56,0,3.2,1.6,0.64,0.32,1.6,0.32,0.32,7.04,27.84,0.64,0,0.32,2.88,16.96,7.36
22Month,0,2.73,7.65,19.68,0.55,0,0.55,0,58.49,4.37,4.37,57.4,0.55,0,1249.11,9.84,1.64,3.28,2.73,0.55,4.92,2.19,0,1.09,0,3.28,1.64,0.55,1.09,35.53,0.55,1.64,0.55,0,0,3.83
