stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,44.95,0,0,0,0,0,0,0,0,0,0,0,36.78,16.35,16.35,0,0,0,0,0,8.17,61.3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,31.02,0,3.21,0,0,0,0,0,0,0,0,1.07,2.14,125.17,1.07,26.74,0,0,0,0,21.4,19.26,0,0,35.3,0,1.07,6.42,1.07,1.07,35.3,0,0,0
21Day,8.03,0,0,33.46,1.34,8.03,0,0,0,0,0,58.9,0,2.68,0,0,29.45,6.69,57.56,0,0,2.68,21.42,25.43,13.39,0,0,58.9,10.71,4.02,13.39,2.68,1.34,26.77,0,0,1.34
3Month,0,1.6,4.8,16.64,0.32,0,2.56,0.64,4.8,5.12,0,976.17,2.24,0.64,11.2,2.88,7.68,4.48,4.48,2.24,2.24,3.84,152.3,0.64,0,0.96,0.96,0,10.24,11.52,4.16,0,0,0,2.88,125.74,4.48
22Month,0,1.09,1.64,2.19,0,0,0.55,0,0.55,3.83,18.59,181.49,1.09,0,2.73,0,0,2.19,1.09,0.55,3.28,1.09,21.87,0,1.09,0,0.55,0,0.55,7.11,7.65,1.09,0,0,0.55,0,1.64
