stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,2.14,0,0,0,0,7.49,1.07,0,0,0,1.07,0,0,0,0,0,0,0
21Day,1.34,0,0,2.68,0,2.68,0,1.34,0,0,0,0,0,0,1.34,1.34,1.34,1.34,1.34,1.34,0,0,0,0,1.34,4.02,0,0,0,1.34,0,1.34,0,0,0,0,0
3Month,0.32,1.28,0,15.04,0.64,0,0,1.6,0.32,1.28,2.88,0,42.55,1.6,1.28,9.6,2.56,6.4,6.4,8.32,2.56,0,0.96,2.24,0.96,0,1.92,0.32,0,0,0.96,16.64,0.64,0,1.92,11.2,7.04
22Month,0,2.19,1.64,13.12,0,0,1.09,2.19,0,1.09,3.28,5.47,124.09,4.37,1.64,17.49,1.64,2.19,10.39,14.21,0,2.73,1.09,0.55,0.55,0.55,3.28,6.01,0.55,0,0,2.73,5.47,0.55,0,0,7.65
