stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Hepatocyte,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Radial_glia,Retinal_cone_cell
24hpf,4.09,4.09,8.17,0,0,0,0,0,0,0,0,0,551.66,0,0,0,0,0
72hpf,2.14,0,1.07,1.07,3.21,0,0,7.49,0,8.56,0,71.68,345.54,2.14,4.28,0,72.75,0
21Day,0,0,4.02,1.34,4.02,1.34,1.34,1.34,1.34,1.34,1.34,13.39,96.37,0,0,5.35,17.4,2.68
