stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,0,0,167.54,4.09,0,0,0,0,0,0,49.04,0,0,4.09,0,16.35,49.04,106.25,134.85,0,0,0,0,81.73,527.15,4.09,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,13.91,12.84,0,39.58,13.91,6.42,0,6.42,0,0,0,0,0,0,5.35,0,41.72,98.42,5.35,54.56,0,11.77,3.21,3.21,247.12,135.86,3.21,4.28,0,59.91,7.49,0,0,16.05,1.07,0,3.21,0,0,0
21Day,45.51,6.69,6.69,227.55,6.69,34.8,0,41.49,4.02,2.68,0,0,13.39,14.72,36.14,56.22,16.06,52.2,53.54,140.55,0,1.34,17.4,1.34,143.22,64.25,2.68,6.69,0,61.57,20.08,0,0,16.06,4.02,2.68,6.69,0,0,26.77
3Month,0.96,5.12,2.88,111.66,0.96,0,2.24,3.2,59.19,22.4,0,0,111.98,88.63,10.24,61.43,3.84,32.31,40.95,22.08,2.88,0,15.68,4.16,3.2,1.28,9.92,1.6,0,1.28,4.8,0.64,56.31,1.28,0,0,0.32,7.68,3.2,26.88
22Month,0,6.56,3.83,42.64,0.55,0,2.73,1.09,32.25,106.05,63.41,0,378.29,90.2,24.6,85.82,6.01,5.47,131.2,9.84,0,8.75,16.95,0,2.19,1.64,8.2,0.55,0.55,0.55,0,0,26.79,6.56,1.09,0,0,0.55,0,10.93
