stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,16.35,0,0,0,0,0,0,0,0,0,0,0,4.09,89.9,0,4.09,0,0,0,0,4.09,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,4.28,0,0,0,0,0,0,0,0,0,0,0,0,47.07,0,0,0,0,1.07,0,2.14,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0
21Day,5.35,0,0,82.99,0,4.02,0,4.02,0,0,0,0,0,5.35,1.34,14.72,112.44,4.02,13.39,0,0,1.34,0,2.68,0,0,0,0,2.68,1.34,0,0,0,0,0,1.34,0,6.69
3Month,0.32,5.76,11.84,350.66,0.64,0,2.56,2.56,32.63,30.08,0,102.38,25.6,4.16,202.85,10.56,59.83,22.72,17.92,3.2,0.96,9.28,9.92,3.2,0.32,7.04,0.64,0,0.64,8.32,0.32,12.8,0.32,0,0.64,5.12,7.36,30.4
22Month,1.09,23.51,42.64,149.78,0.55,0,4.37,3.28,29.52,67.79,13.12,357.51,16.4,12.03,518.78,6.01,33.35,43.19,38.81,0,20.23,10.93,1.64,1.64,2.19,13.12,3.83,0.55,1.64,1.09,0,24.6,3.28,0.55,0.55,2.73,0,24.6
