stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,20.43,4.09,0,0,4.09,0,0,0,0,8.17,0,0,0,0,12.26,8.17,49.04,24.52,0,0,0,0,32.69,518.97,4.09,0,0,0,0,0,0,0,16.35,0,0,0
72hpf,13.91,11.77,0,25.67,4.28,19.26,0,2.14,0,0,1.07,0,0,0,0,6.42,0,16.05,53.49,8.56,42.79,0,3.21,0,0,163.68,179.72,5.35,3.21,0,20.33,2.14,0,22.47,1.07,1.07,0,0,1.07
21Day,10.71,4.02,1.34,84.33,5.35,56.22,0,18.74,0,0,2.68,0,0,2.68,5.35,21.42,4.02,9.37,34.8,20.08,57.56,0,1.34,6.69,1.34,69.6,85.67,1.34,1.34,0,29.45,6.69,2.68,9.37,5.35,1.34,1.34,0,5.35
3Month,0.32,15.36,6.4,165.09,1.28,0,2.24,4.16,1.28,17.92,41.59,0.32,0,233.88,26.56,6.4,79.99,19.52,35.19,59.19,39.99,7.68,0,17.92,10.56,7.04,1.28,9.92,6.4,0,2.24,3.84,181.73,1.28,0,0.64,12.8,170.53,36.79
22Month,0,7.65,4.37,43.73,1.09,0,1.64,1.64,0.55,6.01,44.28,14.21,0,249.27,13.12,13.67,64.51,2.19,4.37,54.12,23.51,0.55,8.75,10.93,0.55,4.92,0.55,4.92,7.11,0.55,0.55,2.73,32.8,3.28,2.19,0,1.64,0,10.39
