stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,40.86,0,69.47,0,8.17,0,4.09,0,0,0,0,0,0,0,0,20.43,24.52,281.96,0,0,0,49.04,2586.69,0,0,24.52,0,0,0,0,0,8.17,0,0,0
72hpf,21.4,13.91,0,12.84,9.63,8.56,0,3.21,0,0,0,0,0,1.07,0,4.28,14.98,3.21,49.21,11.77,2.14,0,804.48,334.84,0,2.14,21.4,2.14,0,23.54,4.28,4.28,2.14,0,0,0
21Day,45.51,5.35,0,21.42,4.02,14.72,0,28.11,0,2.68,0,6.69,1.34,13.39,0,1.34,4.02,8.03,53.54,0,5.35,0,266.37,144.56,1.34,1.34,21.42,10.71,6.69,9.37,2.68,1.34,1.34,0,0,2.68
3Month,0.64,4.16,1.28,13.44,0,0,0.64,6.08,0.64,1.6,0.32,12.8,3.52,1.92,2.88,3.2,2.56,2.56,5.76,0,5.12,1.92,3.2,0.96,2.56,0.64,0,1.92,240.28,0.32,0,0,0,1.6,107.82,10.88
22Month,0,4.37,1.09,7.65,0,0,2.19,3.28,0,0.55,3.28,21.87,2.19,5.47,7.11,0,0,3.83,3.28,4.37,1.64,0,0,2.19,2.19,0.55,0,0.55,89.65,0.55,0,0,0,0,1.64,2.73
