stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,3.21,2.14,0,0,1.07,0,0,0,0,0,0,0
21Day,0,1.34,0,2.68,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,2.68,0,0,0,0,0,0,0
3Month,0.32,1.28,0.32,16.96,0.32,0,2.24,1.28,0.64,21.12,2.88,0.96,6.08,0.32,5.12,3.52,7.68,2.56,0.64,0.96,0.96,0.32,0,1.6,0.32,0.64,0.96,0.96,0.32,0.32,1.28,1.6,1.6
22Month,0,0.55,1.09,1.09,0,0.55,0,2.19,0.55,20.23,0.55,0,2.73,0,0.55,2.73,2.73,0,0,0,0,0,0,1.64,0.55,0,0.55,0,0,0,0,0,1.64
