stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,16.35,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,122.59,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,3.21,0,0,0,0,0,0,0,5.35,0,0,0,0,0,4.28,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,2.68,1.34,0,6.69,2.68,0,1.34,0,10.71,0,0,12.05,78.97,0,0,9.37,17.4,8.03,0,0,0,0,5.35,4.02,0,0,0,2.68,0,0,1.34,1.34,1.34,2.68,0,0,0,70.94
3Month,0.64,0.96,0.32,17.6,0,4.8,0.96,1.92,17.6,0.32,25.28,332.43,4.16,10.24,1.92,6.4,53.11,6.72,0.64,0.64,2.24,2.88,0.96,1.92,0.96,0.32,0,0.64,4.16,1.6,11.84,0.64,0.32,0,0.32,2.88,11.52,562.15
22Month,0.55,1.64,0,2.19,0,1.09,0,1.09,9.84,0.55,31.16,103.86,1.09,3.83,0,2.19,80.9,7.65,0,0.55,0,0,0,1.09,0,0.55,0.55,0,1.64,0,1.09,0,0,0,0,0,0,203.9
