stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,73.56,4.09,0,40.86,8.17,32.69,0,0,0,0,0,0,0,0,0,0,12.26,0,0,192.06,0,0,8.17,16.35,539.41,0,0,0,12.26,0,0,0,0,0,4.09,0,0,0
72hpf,9.63,2.14,0,25.67,27.81,38.51,0,2.14,0,0,0,0,0,0,0,0,2.14,4.28,1.07,53.49,0,9.63,0,377.64,81.3,5.35,1.07,0,42.79,0,0,27.81,3.21,0,5.35,0,0,0
21Day,9.37,0,0,17.4,12.05,259.68,0,119.13,0,0,0,0,0,0,8.03,0,0,8.03,4.02,66.93,0,26.77,0,178.02,24.09,6.69,2.68,0,33.46,6.69,0,0,6.69,4.02,1.34,0,0,2.68
3Month,0.32,0.96,1.28,117.42,0.32,0,0.32,2.88,0,8,4.8,2.24,8.64,3.2,2.56,3.84,16.32,5.12,4.16,125.42,41.27,6.08,5.12,8.64,1.92,27.84,0.32,0,0.96,1.92,7.68,0.64,0,0,2.24,4.8,88.95,1.6
22Month,0.55,2.19,0.55,78.17,0.55,0,2.19,9.29,0.55,2.19,4.37,4.92,31.16,0.55,3.28,6.56,4.92,1.09,3.83,147.6,18.59,2.19,1.09,4.92,1.09,16.4,0.55,0.55,0.55,0,9.29,5.47,19.13,0,1.09,0.55,2.19,1.09
