stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,16.35,4.09,0,0,0,0,0,0,0,0,0,0,0,12.26,0,8.17,0,0,0,0,0,61.3,0,0,0,0,0,0,0,0,0
72hpf,6.42,2.14,0,2.14,295.26,5.35,0,0,0,0,0,0,0,0,0,1.07,84.51,0,11.77,0,0,0,0,38.51,43.86,1.07,0,9.63,1.07,0,4.28,0,0,0
21Day,0,1.34,0,9.37,21.42,6.69,0,0,0,0,0,0,0,0,1.34,0,6.69,2.68,5.35,0,0,0,0,2.68,4.02,0,0,17.4,2.68,0,0,0,0,0
3Month,0.64,1.92,0.64,156.46,40.95,0,0.32,0.32,6.08,1.6,0,15.68,1.6,0,11.84,0.96,78.07,2.56,3.2,0.96,0,0.32,0.32,2.56,1.6,1.28,7.68,3.52,3.2,6.72,0,1.92,12.48,2.56
22Month,0.55,4.37,3.28,66.69,1.09,0,0.55,0,4.37,2.73,0.55,46.47,3.28,1.09,47.56,0.55,25.15,7.11,10.93,0,0.55,2.19,0.55,0,0,1.09,14.76,0,1.64,20.23,0,1.09,0,6.01
