stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,212.49,65.38,0,400.47,24.52,16.35,0,20.43,0,8.17,0,32.69,4.09,0,0,0,61.3,106.25,183.89,1446.59,0,4.09,4.09,8.17,498.54,12385.89,0,0,0,122.59,0,0,0,0,0,28.6,0,0,0
72hpf,127.31,36.37,0,134.79,29.95,33.16,0,24.61,0,3.21,2.14,1.07,3.21,0,19.26,1.07,173.31,182.93,33.16,473.92,0,68.47,7.49,2.14,1435.66,1720.22,5.35,9.63,0,279.22,38.51,4.28,112.33,6.42,4.28,17.12,0,0,0
21Day,310.54,28.11,10.71,671.94,17.4,283.77,0,356.05,2.68,9.37,0,0,25.43,4.02,285.11,37.48,40.16,141.88,108.42,815.17,1.34,0,64.25,1.34,697.38,738.87,14.72,32.12,0,248.97,80.31,14.72,87,10.71,36.14,12.05,0,0,108.42
3Month,0.96,6.4,4.48,100.78,0.96,0,2.88,5.44,7.04,14.4,0.32,0,171.49,9.92,10.24,21.12,8.32,35.19,17.28,33.91,7.36,0.32,2.56,9.28,4.16,1.92,6.08,3.52,0,1.28,6.4,175.01,0.96,0,0,0.96,10.56,221.08,33.91
22Month,2.19,4.37,6.01,56.85,0,0,2.19,5.47,3.28,31.16,36.08,0,582.73,5.47,25.15,36.63,4.37,10.93,48.65,41.55,1.09,17.49,2.19,0.55,9.84,0.55,6.56,1.09,8.75,1.64,1.64,47.01,3.28,1.64,0,0.55,1.64,1.09,14.21
