stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,1.07,0,0,0,0,1.07,0,0,0,0,1.07,2.14,0,10.7,0,1.07,0,16.05,2.14,0,0,4.28,0,0,1.07,1.07,0,0,0
21Day,0,0,6.69,2.68,0,0,0,0,0,0,0,0,0,4.02,1.34,8.03,0,1.34,0,0,0,0,0,1.34,1.34,0,0,0,0,0,0
3Month,0.64,0,3.2,0,0.32,0,0.32,0.64,3.84,0.96,0.32,4.8,0.64,1.28,0.32,0.96,0,0.32,0.64,0.32,0.32,0.32,0,0,0,2.56,0.64,0,0,0.32,1.6
22Month,0,0.55,2.73,0,0,0.55,0,0.55,7.65,1.09,0,0,0,1.09,3.28,1.64,1.09,0.55,0,0,0,0,2.19,0,0,0,0.55,0,0.55,0,0
