stage,Epithelial_cell,Erythrocyte,Immune_progenitor_cell,Keratinocyte,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Radial_glia,T_cell
24hpf,0,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,0,0,1.07,0,9.63,1.07,1.07,2.14,0
21Day,1.34,1.34,2.68,2.68,4.02,8.03,1.34,0,0,2.68
