stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,2.14,0,6.42,0,1.07,0,0,3.21,1.07,0,0,0,0,0,2.14,0,0,0,0
21Day,5.35,0,5.35,1.34,1.34,0,0,0,0,0,0,0,0,0,0,0,0,8.03,0,0,0,0,4.02,4.02,0,0,2.68,2.68,0,0,0,0,0,0
3Month,0,0.32,7.04,0,0,0,0,0.64,0.32,0,10.88,1.6,0,2.88,0.32,3.2,2.88,1.28,0.64,0,0.32,0.32,0,0,0.32,0,0.32,0,1.6,0,0.32,0.32,0.32,0.32
22Month,0,0.55,3.83,0,0,1.09,0.55,0,6.01,2.73,27.33,2.73,2.19,6.01,0.55,2.73,5.47,2.73,0,0.55,0,0,0,0,1.09,1.09,0.55,0,0,1.09,0.55,0.55,0,0
