stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,4.09,0,4.09,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,2.14,0,1.07,2.14,3.21,0,0,0,0,0,0,0,0,0,0,1.07,6.42,1.07,4.28,0,0,1.07,1.07,621.55,9.63,0,1.07,0,6.42,0,0,6.42,1.07,0,0,0,0,0
21Day,1.34,0,0,6.69,0,10.71,0,1.34,0,0,0,0,0,0,6.69,4.02,1.34,4.02,0,9.37,0,0,0,0,381.48,5.35,0,5.35,0,2.68,16.06,1.34,1.34,5.35,1.34,0,0,0,1.34
3Month,0.32,0.96,0.32,6.08,0,0,0,0,0.32,0.32,0.96,0,8.32,3.52,0,2.56,1.28,2.88,2.56,3.2,0.32,0,1.28,0.32,16.96,0,0.32,0.32,0,0,0.64,37.43,1.28,0,0,0,0.64,30.72,0.96
22Month,0,0,0.55,2.73,0,0,0.55,0,0,1.09,13.67,0,47.01,2.19,0,6.01,0,1.64,2.19,2.73,0,1.09,0.55,0,18.04,0,0,0.55,0.55,0,0,4.92,1.64,4.37,0,0.55,0.55,0.55,1.09
