stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,4.28,0,1.07,0,2.14,0,0,4.28,7.49,1.07,0,5.35,0,0,1.07,0,0,0,0,0
21Day,2.68,0,0,10.71,1.34,1.34,0,5.35,0,0,0,2.68,0,0,9.37,0,1.34,1.34,17.4,0,0,1.34,0,10.71,2.68,0,0,9.37,0,1.34,0,0,0,0,0,0
3Month,18.24,2.24,0.64,24.64,1.28,0,1.28,0,4.16,2.56,0,31.99,3.2,0.64,28.8,3.2,10.56,5.76,19.2,3.84,0.32,3.84,8.32,1.28,0.64,1.92,0.32,0,2.56,13.76,3.84,0,2.24,2.88,7.68,5.12
22Month,1.09,3.83,3.28,15.31,2.19,0,1.09,1.09,1.09,2.73,3.28,96.21,1.64,1.64,36.08,1.09,2.19,3.83,24.05,0,7.65,3.28,0.55,2.73,0.55,2.19,1.64,0,0,26.24,25.69,0.55,0,0,0,4.92
