stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32.69,4.09,0,204.32,0,0,0,0,0,4.09,0,32.69,0,0,0,0,57.21,77.64,85.81,134.85,0,0,0,4.09,249.27,408.64,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,10.7,9.63,0,65.26,6.42,4.28,0,3.21,0,2.14,0,0,0,0,3.21,0,42.79,112.33,9.63,42.79,0,1.07,0,6.42,361.59,80.23,3.21,1.07,33.16,1.07,0,0,7.49,4.28,7.49,1.07,0,0,0
21Day,13.39,2.68,8.03,294.48,4.02,17.4,0,14.72,5.35,17.4,0,0,6.69,2.68,29.45,25.43,49.53,97.71,49.53,81.65,0,0,12.05,2.68,196.76,34.8,9.37,5.35,25.43,9.37,0,0,12.05,14.72,37.48,1.34,0,0,16.06
3Month,0,8.64,3.2,169.25,0,0,1.6,1.6,51.19,89.91,0.96,0,63.03,47.03,5.44,47.67,31.99,43.19,53.11,31.04,5.76,0.32,20.48,13.44,16.64,1.28,8,3.52,1.6,3.52,0.64,41.27,0.64,0.32,0,0,18.88,8.32,23.36
22Month,0.55,13.12,3.28,48.65,0.55,0,3.28,2.73,24.05,171.1,20.23,0,109.88,21.87,9.84,50.29,7.65,9.29,81.45,12.03,1.64,1.64,6.01,0,6.56,1.09,10.93,2.19,2.73,0,0,8.75,0.55,0.55,0,1.09,6.56,0,19.13
