stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,32.69,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,2.14,0,3.21,0,0,0,0,0,0,0,0,0,0,2.14,0,6.42,0,0,0,2.14,92,17.12,1.07,0,7.49,0,0,5.35,1.07,0,0,0
21Day,5.35,0,0,9.37,0,0,0,0,0,0,0,0,0,2.68,0,1.34,1.34,0,22.76,0,0,1.34,0,33.46,4.02,1.34,0,16.06,0,0,0,0,0,0,2.68
3Month,0.64,1.6,0.32,25.6,0.32,0,0.32,0.64,0.96,1.92,0.64,6.08,0.64,1.28,4.8,0.32,14.72,6.4,11.84,1.28,0,0.32,1.92,1.28,0.32,2.56,0.32,0,0.64,6.4,0.64,0,1.28,0.96,5.76
22Month,0,0.55,0,1.09,0,0,0.55,0,0,1.64,0,8.2,1.09,0,1.09,0,1.09,0.55,1.64,0.55,0.55,0,0,1.09,0,1.09,0,0,0,0,0,0,0,0,0
