stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,8.17,0,32.69,4.09,0,0,0,0,0,0,20.43,0,0,0,0,8.17,12.26,28.6,126.68,0,0,0,0,24.52,751.9,0,0,20.43,0,0,0,0,0,8.17,0,0,0
72hpf,14.98,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,8.56,2.14,0,29.95,0,0,0,0,69.54,37.44,2.14,0,82.37,1.07,0,4.28,0,0,2.14,0,0,0
21Day,64.25,0,0,10.71,0,10.71,0,0,0,0,0,0,0,0,2.68,0,0,0,0,69.6,0,0,4.02,0,89.68,30.79,2.68,0,95.04,6.69,4.02,5.35,2.68,1.34,4.02,0,0,0
3Month,3.52,1.28,1.6,149.42,0,0,0.64,0.32,1.92,2.88,2.24,0,13.12,1.6,0.32,72.31,3.84,22.08,5.12,22.72,2.88,0,0.96,6.4,4.16,1.28,7.36,0,8.64,1.28,46.71,0.32,0,0,0.64,6.4,39.03,2.56
22Month,0,4.37,1.09,54.67,0,0,1.64,0,1.64,1.09,13.12,0,34.99,2.19,0,86.37,3.28,6.01,2.19,20.77,2.19,1.64,0,0,1.64,0.55,11.48,1.09,19.13,0.55,26.79,3.28,0.55,0,0.55,2.19,0.55,1.64
