stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,208.41,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,18.19,2.14,9.63,19.26,13.91,0,1.07,0,0,0,0,0,2.14,0,2.14,9.63,2.14,49.21,0,1.07,0,1666.73,123.03,0,3.21,48.14,1.07,0,49.21,2.14,5.35,2.14,0,0,0
21Day,16.06,1.34,28.11,24.09,25.43,0,2.68,0,2.68,0,2.68,0,40.16,2.68,2.68,6.69,4.02,109.76,0,0,6.69,559.51,99.05,2.68,2.68,44.17,26.77,0,37.48,10.71,10.71,1.34,1.34,0,46.85
3Month,0,0.32,0.64,0.64,0,0.32,0,0.32,0.96,0,0.96,18.56,0.96,0.96,0,0.64,0.96,7.36,0.96,0,0,1.28,0,1.6,0.64,0.32,0,0.32,0.32,0,0,0,0.64,0.96,12.16
22Month,0,0,0.55,0,0,0,0,0,1.09,0.55,0.55,10.93,2.19,0,0,0,0.55,5.47,0,0,0.55,0,0,0,1.64,0,0.55,0.55,0,0,0,0,0,0,7.65
