stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,4.09,4.09,0,4.09,0,0,0,0,4.09,0,0,0,0,0,0,4.09,8.17,0,4.09,0,0,0,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,1.07,0,7.49,0,6.42,0,0,0,0,0,0,0,0,0,0,2.14,23.54,1.07,4.28,0,1.07,0,0,253.54,419.36,0,0,0,20.33,0,0,46,4.28,0,2.14,0,0,0
21Day,1.34,0,0,5.35,0,10.71,1.34,0,0,1.34,0,0,0,0,4.02,5.35,0,6.69,10.71,8.03,0,0,4.02,0,175.35,73.62,0,0,0,9.37,4.02,0,41.49,4.02,9.37,1.34,0,0,0
3Month,0.32,1.6,0.32,14.4,0,0,0,0.96,2.56,2.56,0.64,0,9.92,3.84,0.32,7.36,0.96,4.8,10.88,8.32,0.96,0,2.24,0.64,3.52,8,1.28,1.6,0,0,0.96,1.92,296.27,0.64,0.32,19.84,1.28,2.88,1.92
22Month,0,2.19,0.55,4.92,0,0,0.55,0,1.64,4.92,3.83,0,44.28,2.19,1.09,10.93,0.55,0,10.39,6.56,0,0.55,1.09,0,2.73,0.55,0,0,0.55,0.55,1.09,2.19,841.85,25.69,0,2.73,0,0,2.73
