stage,Cardiomyocyte,Epithelial_cell,Erythrocyte,Keratinocyte,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast
24hpf,4.09,69.47,0,0,28.6,0,32.69,0,4.09
72hpf,0,7.49,1.07,10.7,7.49,1.07,0,0,2.14
21Day,0,12.05,0,6.69,12.05,1.34,0,1.34,4.02
