stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,134.85,0,8.17,0,0,0,0,0,102.16,0,0,0,0,0,0,155.28,20.43,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,54.56,0,35.3,0,5.35,0,1.07,0,2.14,0,0,3.21,0,20.33,70.61,16.05,1.07,0,0,0,0,12.84,2.14,0,0,0,3.21,0,0,0,0,0,0,0,0
21Day,6.69,1.34,0,192.75,2.68,53.54,0,24.09,2.68,6.69,0,0,1.34,2.68,32.12,0,6.69,137.87,18.74,8.03,0,0,4.02,0,4.02,1.34,0,0,0,5.35,4.02,0,2.68,1.34,0,0,0,9.37
3Month,6.72,5.12,6.72,521.84,2.24,0,2.56,3.52,40.31,50.23,0,0,334.03,60.79,5.44,87.67,35.51,103.02,74.87,18.88,6.72,0.32,76.79,5.12,1.28,0.32,5.12,0.96,0,1.28,7.04,35.83,0.32,0,0.32,11.84,12.48,40.95
22Month,2.19,3.28,14.76,82,0,0,1.09,2.73,15.85,37.17,13.12,0,362.98,34.44,9.84,78.17,12.57,26.24,42.64,14.76,1.64,6.01,42.64,0,1.09,0,4.37,1.09,0.55,0.55,1.09,15.31,0,0,0.55,1.09,0,8.2
