stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1736.72,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,134.85,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1414.26,0,0,1.07,4.28,8.56,0,0,0,0,0,0,0,0,2.14,14.98,1.07,4.28,0,0,0,65.26,35.3,0,2.14,10.7,0,0,8.56,0,1.07,1.07,0,0,0
21Day,1649.07,1.34,1.34,17.4,1.34,20.08,4.02,0,0,0,5.35,1.34,2.68,1.34,2.68,17.4,4.02,44.17,0,8.03,0,29.45,16.06,0,0,46.85,13.39,0,4.02,1.34,6.69,5.35,1.34,0,1.34
3Month,57.27,1.28,0,1.92,0,0,0,0.32,0.64,15.68,3.84,0.96,0,2.24,0,1.28,0.64,2.88,0,7.68,0.32,0,0,0.32,0,5.76,0,1.28,0,0,0,0,0.96,0.64,0.96
22Month,6.01,1.09,0,0.55,0,0,0,0.55,0,5.47,3.28,1.09,0,1.64,0,0,0.55,3.28,0.55,0,0,0,0.55,0,0.55,0.55,0,0,0.55,0,0,0,0,0,0.55
