stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.47,0,0,0,0,0,0,0,85.81,0,0,4.09,0,0,0,0,0,0
72hpf,8.56,3.21,0,18.19,2.14,1.07,0,1.07,0,0,0,1.07,0,1.07,0,4.28,70.61,4.28,29.95,0,0,0,1.07,43.86,177.59,0,0,14.98,0,0,6.42,1.07,0,0
21Day,6.69,1.34,0,52.2,1.34,6.69,0,2.68,0,0,1.34,2.68,0,9.37,0,1.34,141.88,0,50.86,0,0,2.68,0,10.71,48.19,0,0,24.09,0,0,1.34,0,0,0
3Month,0,0.96,0.32,56.95,0,0,0.64,0.96,0.96,2.88,0,5.12,1.92,0.32,3.84,0.96,3.52,2.24,0.32,0.64,0,0.32,0,0,0.32,0,0,0,0.32,10.56,0.32,0,1.92,1.92
22Month,0,27.33,0,20.23,0,0,0,0,2.19,6.01,4.92,20.77,1.64,5.47,4.92,0,0.55,8.2,4.92,0,3.28,0.55,0,1.09,0,2.19,0.55,0,0,1.09,0,0,1.09,1.64
