stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,12.26,20.43,0,0,0,0,16.35,179.8,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,3.21,0,10.7,5.35,1.07,0,0,0,0,0,0,0,0,5.35,0,21.4,6.42,1.07,34.23,0,2.14,3.21,1.07,151.91,34.23,2.14,0,33.16,2.14,0,1.07,12.84,0,0,4.28,0,0,0
21Day,18.74,0,0,18.74,0,13.39,0,8.03,0,0,0,1.34,1.34,0,33.46,1.34,2.68,4.02,16.06,49.53,0,0,1.34,0,69.6,12.05,1.34,1.34,16.06,1.34,0,1.34,9.37,0,4.02,0,0,0,45.51
3Month,0.32,2.88,1.6,21.76,0,0,0.64,0,0.64,3.2,10.56,0,55.03,13.12,3.84,17.28,2.24,11.2,12.8,8.64,2.24,0,1.92,1.28,1.28,0,0.96,0.64,0,2.24,0.32,34.87,0,0,0,0.32,1.28,4.8,40.31
22Month,0,6.56,1.64,13.12,0,0,0.55,3.28,0,6.56,42.64,7.65,112.06,6.01,13.67,18.04,0,2.73,44.83,15.85,0,1.64,3.28,1.09,4.37,1.09,3.28,0.55,0,0.55,0,15.85,1.64,0.55,0,1.09,1.64,0,27.88
