stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,0,0,12.26,49.04,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,23.54,3.21,0,0,1.07,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02,0,1.34,1.34,0,1.34,1.34,0,0,0,0,0
3Month,0,0,2.56,0.32,0.32,0,1.28,0,4.16,0.64,1.28,0,1.28,0.96,0.96,1.28,0.32,0,0,0,0,0.32,2.24,0,0.64,0.96
22Month,1.09,0.55,1.64,0,0,1.09,3.83,1.64,24.6,0.55,3.83,0.55,0,0.55,0.55,0,1.09,0,0.55,0,0,0,3.83,0.55,0,0.55
