stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,3.21,0,0,0,0,0,0,0,0,0,0,7.49,1.07,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0
21Day,0,0,0,4.02,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68
3Month,0,4.48,0.32,76.47,0.32,0.96,0.64,1.92,6.08,24,3.52,0.32,5.76,1.28,189.09,8.32,2.88,2.56,0,1.6,0.64,0.32,0.32,1.28,0,1.6,4.48,0,0.32,2.88,6.4
22Month,0,2.73,0.55,2.73,0,0,0,0,2.19,27.33,0.55,0.55,1.64,0,14.21,3.28,1.09,0.55,1.64,0.55,0,0,0,0,1.09,0,0,0.55,0,0,1.64
