stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,4.09,24.52,4.09,0,0,0,0,0,0,0,8.17,0,0,0
72hpf,1.07,5.35,0,3.21,0,1.07,0,0,0,0,0,0,0,2.14,0,1.07,4.28,2.14,12.84,0,2.14,0,1.07,110.19,17.12,0,0,5.35,0,0,2.14,338.05,706.06,5.35,0,0,0
21Day,50.86,5.35,5.35,204.8,8.03,116.45,0,24.09,0,6.69,8.03,41.49,5.35,52.2,21.42,12.05,123.15,24.09,238.26,0,0,21.42,6.69,290.46,97.71,1.34,5.35,107.08,80.31,2.68,21.42,2730.61,15358.33,5.35,0,0,29.45
3Month,0,0.32,0.32,20.48,0,0,0,0,0.32,0,0.96,5.76,1.92,0.32,0.96,0.32,16.96,0.32,17.28,1.28,0,0,0.32,0.32,0,0.64,0,0,0.32,7.04,0,0.32,7.04,4.16,0.32,14.4,0.96
22Month,0,0.55,0.55,7.11,0,0,1.64,0,0,0,3.28,25.15,0.55,0.55,0.55,0,2.19,1.64,20.77,0.55,1.09,1.09,0,0,0.55,1.09,0,0,0,5.47,3.83,39.36,1.09,8.75,0,0,1.09
