stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,14.98,0,0,1.07,6.42,0,0,0,1.07,0,0,0,0,0,0,4.28,0,6.42,0,0,0,0,20.33,11.77,0,96.28,6.42,0,0,2.14,0,0,0,0,0
21Day,9.37,0,0,9.37,4.02,0,0,0,1.34,0,2.68,0,1.34,0,0,6.69,2.68,14.72,0,0,1.34,0,89.68,6.69,0,236.92,5.35,14.72,0,8.03,5.35,1.34,0,0,1.34
3Month,0.64,1.28,0.32,11.52,0,0,0.32,0.32,2.56,0,10.24,2.88,0.96,3.2,1.28,3.84,2.56,4.8,0.32,0,0.96,0.64,4.8,0.64,0.32,103.98,0.32,0.64,3.2,47.99,0,1.6,4.48,3.2,2.24
22Month,0,2.73,1.09,6.01,0,2.73,0.55,1.09,5.47,2.19,54.12,4.92,0.55,3.83,0,0,6.56,7.11,0,2.73,1.09,0,3.28,0,1.09,118.08,0,2.19,1.09,124.64,3.28,2.73,0,0,1.09
