stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
72hpf,25.67,12.84,0,24.61,86.65,111.26,7.49,1.07,0,0,3.21,0,86.65,73.82,7.49,1576.87,5.35,1.07,430.06,193.63,3.21,3.21,114.47,1.07,2.14,40.65,4.28,2.14,7.49,0,0
21Day,36.14,5.35,2.68,176.69,6.69,84.33,12.05,2.68,34.8,1.34,52.2,22.76,5.35,69.6,25.43,530.06,0,18.74,175.35,100.39,0,4.02,69.6,37.48,0,6.69,8.03,26.77,5.35,1.34,26.77
