stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,4.09,16.35,0,16.35,8.17,0,0,0,0,0,4.09,0,0,0,0,0,0,0,49.04,0,0,0,0,16.35,12.26,0,0,49.04,0,0,0,0,0,0,0,0
72hpf,10.7,3.21,0,8.56,14.98,9.63,0,0,0,0,0,0,0,0,0,3.21,14.98,1.07,114.47,0,0,11.77,0,911.46,50.28,0,1.07,179.72,0,0,6.42,3.21,5.35,8.56,0,0
21Day,38.82,1.34,2.68,37.48,28.11,52.2,5.35,0,0,0,0,10.71,2.68,20.08,8.03,8.03,34.8,9.37,389.51,0,0,73.62,1.34,1266.25,37.48,2.68,5.35,167.32,50.86,0,13.39,10.71,24.09,5.35,0,5.35
3Month,0.32,0.96,0.64,6.72,2.24,0,0,0.96,0.96,0,0,2.56,0.96,0,1.92,0,0.96,0.64,16.32,0.96,0,3.84,12.48,14.08,0,0.32,0.32,0.32,0.64,7.68,0.32,0.32,0.32,1.28,3.52,0.64
22Month,0,2.19,0,3.28,0.55,0,0,0,1.64,4.37,0,13.67,1.64,0,2.73,0,3.83,1.09,13.12,0,0.55,2.73,1.09,29.52,1.09,1.09,0.55,0.55,0,7.11,4.92,1.09,0,0.55,2.19,0
