stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,28.6,0,0,0,0,0,0,0,0,4.09,0,0,24.52,0,0,0,49.04,114.42,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,3.21,0,10.7,1.07,6.42,1.07,0,0,0,0,0,1.07,27.81,1.07,20.33,0,3.21,1.07,1285.89,43.86,3.21,2.14,0,34.23,0,0,11.77,2.14,0,1.07,0,0
21Day,0,0,0,14.72,0,10.71,0,0,0,0,5.35,2.68,1.34,2.68,1.34,20.08,0,4.02,0,372.11,6.69,10.71,2.68,0,10.71,13.39,5.35,8.03,1.34,2.68,6.69,0,1.34
3Month,0,1.6,0.32,5.76,0,0,0,0.64,4.8,1.28,0,0.96,0.64,3.84,1.28,7.68,0.96,2.56,0.32,6.72,0,9.6,0.32,0,0,0.32,34.55,0.64,0,0,0.32,2.56,0.64
22Month,0,1.09,0,4.92,0,0,0,0.55,11.48,0,0,3.83,0.55,0.55,1.64,5.47,0,1.09,0,4.37,0,7.65,2.19,1.64,0,0,50.84,0.55,0.55,0,0,0,0.55
