stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,0,1.07,0,0,0,0,0,0,0,1.07,0,1.07,2.14,0,1.07,0,0,0,0,6.42,3.21,0,0,0,3.21,0,0,1.07,0,0,0
21Day,2.68,1.34,0,6.69,0,0,0,1.34,0,0,0,4.02,1.34,1.34,0,8.03,1.34,0,0,0,0,0,4.02,0,0,0,0,1.34,0,0,1.34,0,0,5.35
3Month,0,1.28,8.32,59.51,0,0.96,0.32,16.64,38.39,0,14.08,26.56,0.64,116.46,1.92,7.36,10.88,1.92,0.96,0,7.04,4.48,1.92,0,3.2,1.28,0,0.64,0.64,6.4,0.32,1.28,2.56,8.96
22Month,0,1.64,4.37,26.79,0.55,0,0,9.29,54.67,3.83,39.36,21.32,4.92,109.33,0.55,6.56,12.57,7.11,0,1.09,2.73,0,1.64,0,2.19,0,0.55,0.55,0,1.64,0,0.55,0,8.2
