stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,20.43,0,77.64,0,0,0,12.26,0,4.09,0,4.09,0,0,0,0,24.52,24.52,657.91,151.2,0,0,0,0,12.26,821.37,4.09,0,0,32.69,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,7.49,0,2.14,0,0,0,2.14,0,0,0,0,1.07,0,8.56,14.98,0,23.54,0,10.7,0,1.07,36.37,165.82,0,0,0,34.23,1.07,0,11.77,0,0,0,0,0
21Day,12.05,0,0,25.43,4.02,8.03,0,2.68,0,5.35,0,0,9.37,13.39,18.74,1.34,2.68,9.37,44.17,28.11,0,0,1.34,1.34,13.39,65.59,1.34,0,0,48.19,4.02,5.35,2.68,1.34,5.35,0,0,78.97
3Month,0.64,5.12,1.6,20.8,0,0,1.6,0.64,1.28,145.58,0,0,202.85,13.76,3.52,8.32,3.84,4.16,36.79,11.84,1.28,0.32,1.92,2.24,0.64,0,0.64,0.32,0,0.64,3.84,43.51,0.32,0,0,4.48,58.23,336.27
22Month,0.55,6.56,7.11,22.96,0,0,12.57,1.64,2.19,306.13,2.73,0,1441.53,26.79,5.47,8.2,1.64,1.09,43.73,13.67,0,51.39,2.19,0.55,1.09,2.19,2.73,2.73,14.21,0.55,1.09,50.84,0.55,2.19,0,0.55,0.55,134.48
