stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,65.38,114.42,0,429.07,40.86,4.09,0,0,0,0,0,8.17,4.09,0,4.09,0,53.12,143.02,32.69,706.95,0,4.09,0,212.49,13272.64,4.09,0,0,147.11,4.09,0,8.17,0,0,20.43,0,0,0
72hpf,135.86,19.26,0,27.81,11.77,12.84,0,0,0,0,0,1.07,0,0,1.07,1.07,23.54,53.49,5.35,236.42,0,34.23,11.77,811.97,484.62,0,5.35,0,179.72,13.91,1.07,82.37,40.65,22.47,14.98,0,0,0
21Day,12.05,2.68,2.68,10.71,0,2.68,0,1.34,0,0,4.02,0,0,0,2.68,0,0,8.03,1.34,46.85,0,0,13.39,57.56,37.48,1.34,0,0,50.86,2.68,1.34,4.02,1.34,4.02,1.34,0,0,2.68
3Month,0,0.64,0.32,4.8,0,0,0,0,0.32,1.28,0.32,0,33.59,1.28,0.64,2.56,1.28,4.16,0.96,25.6,0.32,0.64,1.28,2.24,0,4.48,0.64,0,0.64,0.64,45.11,0.32,0,0,0,0.32,7.36,1.28
22Month,0.55,4.37,3.83,17.49,0,0,1.64,0,2.73,5.47,340.02,0,622.64,2.73,0.55,8.2,0.55,2.19,6.56,76.53,0,21.87,7.65,0.55,0.55,15.31,4.92,4.37,0,0.55,23.51,1.64,1.64,0.55,0,2.73,0,0.55
