stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,1.07,0,2.14,0,0,0,0,0,1.07,0,0,0,0,4.28,1.07,2.14,0,0,1.07,1.07,20.33,10.7,0,0,2.14,1.07,0,1.07,0,2.14,0,0,0
21Day,10.71,0,0,4.02,1.34,5.35,0,4.02,0,1.34,0,0,0,2.68,1.34,0,5.35,1.34,6.69,0,0,1.34,0,26.77,5.35,0,0,9.37,1.34,4.02,6.69,2.68,1.34,0,0,2.68
3Month,0.32,0.96,1.6,12.16,0.64,0,0,2.24,0.64,3.52,0,7.36,3.84,0.64,4.8,0.96,7.68,2.24,15.68,1.28,0,3.52,1.28,2.24,0.64,0.64,0,0.32,0.96,44.79,4.48,0.32,0.96,2.88,7.68,1.92
22Month,1.09,0,1.09,2.19,0.55,0,1.09,1.64,1.09,4.92,0.55,25.69,2.73,0.55,4.92,0.55,1.64,6.01,6.56,0.55,0.55,2.73,1.09,4.37,0.55,0,1.09,0,0,51.93,16.95,1.09,0,0.55,0,2.19
