stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,12.26,0,0,0,0,4.09,114.42,4.09,0,4.09,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,1.07,0,0,0,9.63,0,0,0,0,4.28,7.49,0,0,43.86,0,0,1.07,0,0,0
21Day,1.34,0,0,8.03,4.02,0,0,0,0,0,0,0,0,4.02,0,4.02,0,60.23,0,0,4.02,0,1.34,8.03,0,0,9.37,1.34,5.35,2.68,0,1.34,2.68
3Month,0,0.96,0,18.24,0,0,0.32,0.32,0.32,2.24,0,4.16,0.64,1.28,3.2,4.48,1.6,42.23,4.48,0,1.28,0.64,1.6,0,1.6,0.32,0.32,2.56,160.93,0.96,3.84,38.39,2.56
22Month,0,1.64,0.55,11.48,0,1.09,0,0,1.09,1.64,3.83,42.64,0,2.73,2.73,2.19,1.09,10.93,0,1.64,0.55,0,1.09,0,1.09,0,0.55,0,32.25,0,1.09,0,4.37
