stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,147.11,0,0,0,0,0,0,0,4.09,0,0,0,0,0,12.26,4.09,772.33,0,0,0,0,204.32,1307.65,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,35.3,2.14,21.4,13.91,14.98,0,0,0,1.07,0,0,0,0,2.14,0,13.91,69.54,3.21,855.83,0,2.14,3.21,1.07,2325.73,644.01,0,7.49,178.66,1.07,1.07,38.51,0,0,7.49,0,0,0
21Day,14.72,0,24.09,6.69,25.43,0,2.68,1.34,0,0,0,5.35,0,5.35,4.02,6.69,9.37,4.02,429.67,0,0,6.69,0,686.67,282.43,0,1.34,25.43,42.83,1.34,28.11,1.34,9.37,5.35,8.03,0,1.34
3Month,0,0,2.56,0.64,0,0,0,0.32,2.24,0,0,2.56,0.32,0,0.96,0.32,0.32,0.64,30.08,18.24,0,0,0,1.92,0.64,0,0,5.76,0.96,11.2,0,0,0,0,24.64,12.8,0.64
22Month,0,0,0.55,0.55,0,0.55,0,0.55,1.09,0.55,0,7.65,0,0,0.55,0,0,0.55,14.76,6.56,0.55,1.09,0,0.55,0,0.55,1.09,17.49,0,13.12,1.09,0,0,0,2.19,0,0
