stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,1.07,1.07,1.07,0,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,0,0,3.21,2.14,0,0,0,2.14,0,0,1.07,0,0,0
21Day,0,0,0,6.69,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,1.34,0,0,0,0,4.02,1.34,0,0,0,0,0,0,0,0,0,0
3Month,0,1.92,5.76,47.03,0.32,0,1.28,0.64,25.92,7.68,0,23.04,6.08,1.6,128.3,3.84,5.12,21.12,4.16,0.32,0,15.04,5.12,0.32,0,1.92,0.32,0,0,1.28,1.92,0.32,2.24,0.32,27.2
22Month,1.09,7.11,13.12,53.57,0,0,1.09,0.55,30.07,24.05,4.37,73.25,2.73,9.84,231.78,1.64,7.65,31.71,7.65,0,0.55,6.56,0,1.09,0,1.64,1.09,0.55,0.55,2.73,6.01,0,0,0,17.49
