stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,4.09,0,24.52,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,1.07,0,0,0,1.07,4.28,2.14,0,0,3.21,0,0,0,0,2.14,0,0,0
21Day,0,0,2.68,6.69,0,0,0,0,0,0,1.34,1.34,4.02,1.34,0,6.69,6.69,5.35,0,0,1.34,1.34,4.02,1.34,0,0,2.68,0,0,0,1.34,1.34,0,0,2.68
3Month,0.32,1.28,3.52,19.52,0,0.64,0.32,3.84,11.84,0,400.26,19.52,0.64,9.28,1.6,10.24,6.08,5.44,1.92,1.6,2.88,8,1.28,0,1.28,0.32,0.32,6.08,9.28,0.64,0,0,2.24,3.52,6.4
22Month,0,1.64,3.28,5.47,0,1.09,0,2.19,43.73,2.19,241.62,14.21,1.09,11.48,0.55,4.37,11.48,1.09,0,5.47,0.55,0,0.55,0,1.09,0,0,1.09,0.55,0,0,0,0,0,4.37
